year,stateabbr,locationname,locationid,measure,data_value,data_value_type,county_fips
2022,TX,Hardin,48199,Mammography use among women aged 50-74 years,70.3,Crude prevalence,48199
2022,TX,Harris,48201,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,48201
2022,TX,Harris,48201,Mammography use among women aged 50-74 years,73.4,Crude prevalence,48201
2022,TX,Harrison,48203,Mammography use among women aged 50-74 years,68.5,Age-adjusted prevalence,48203
2022,TX,Harrison,48203,Mammography use among women aged 50-74 years,68.3,Crude prevalence,48203
2022,TX,Hartley,48205,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,48205
2022,TX,Hartley,48205,Mammography use among women aged 50-74 years,73.6,Crude prevalence,48205
2022,TX,Haskell,48207,Mammography use among women aged 50-74 years,67.7,Age-adjusted prevalence,48207
2022,TX,Haskell,48207,Mammography use among women aged 50-74 years,69.7,Crude prevalence,48207
2022,TX,Hays,48209,Mammography use among women aged 50-74 years,74.0,Age-adjusted prevalence,48209
2022,TX,Hays,48209,Mammography use among women aged 50-74 years,74.4,Crude prevalence,48209
2022,TX,Hemphill,48211,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,48211
2022,TX,Hemphill,48211,Mammography use among women aged 50-74 years,74.7,Crude prevalence,48211
2022,TX,Henderson,48213,Mammography use among women aged 50-74 years,68.9,Age-adjusted prevalence,48213
2022,TX,Henderson,48213,Mammography use among women aged 50-74 years,69.5,Crude prevalence,48213
2022,TX,Hidalgo,48215,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,48215
2022,TX,Hidalgo,48215,Mammography use among women aged 50-74 years,69.8,Crude prevalence,48215
2022,TX,Hill,48217,Mammography use among women aged 50-74 years,69.4,Age-adjusted prevalence,48217
2022,TX,Hill,48217,Mammography use among women aged 50-74 years,69.7,Crude prevalence,48217
2022,TX,Hockley,48219,Mammography use among women aged 50-74 years,67.9,Age-adjusted prevalence,48219
2022,TX,Hockley,48219,Mammography use among women aged 50-74 years,68.8,Crude prevalence,48219
2022,TX,Hood,48221,Mammography use among women aged 50-74 years,68.2,Age-adjusted prevalence,48221
2022,TX,Hood,48221,Mammography use among women aged 50-74 years,70.2,Crude prevalence,48221
2022,TX,Hopkins,48223,Mammography use among women aged 50-74 years,71.1,Age-adjusted prevalence,48223
2022,TX,Hopkins,48223,Mammography use among women aged 50-74 years,71.6,Crude prevalence,48223
2022,TX,Houston,48225,Mammography use among women aged 50-74 years,72.6,Age-adjusted prevalence,48225
2022,TX,Houston,48225,Mammography use among women aged 50-74 years,73.5,Crude prevalence,48225
2022,TX,Howard,48227,Mammography use among women aged 50-74 years,69.0,Age-adjusted prevalence,48227
2022,TX,Howard,48227,Mammography use among women aged 50-74 years,69.9,Crude prevalence,48227
2022,TX,Hudspeth,48229,Mammography use among women aged 50-74 years,66.4,Age-adjusted prevalence,48229
2022,TX,Hudspeth,48229,Mammography use among women aged 50-74 years,66.6,Crude prevalence,48229
2022,TX,Hunt,48231,Mammography use among women aged 50-74 years,68.4,Age-adjusted prevalence,48231
2022,TX,Hunt,48231,Mammography use among women aged 50-74 years,69.1,Crude prevalence,48231
2022,TX,Hutchinson,48233,Mammography use among women aged 50-74 years,76.9,Age-adjusted prevalence,48233
2022,TX,Hutchinson,48233,Mammography use among women aged 50-74 years,77.3,Crude prevalence,48233
2022,TX,Irion,48235,Mammography use among women aged 50-74 years,68.5,Age-adjusted prevalence,48235
2022,TX,Irion,48235,Mammography use among women aged 50-74 years,70.2,Crude prevalence,48235
2022,TX,Jack,48237,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,48237
2022,TX,Jack,48237,Mammography use among women aged 50-74 years,70.0,Crude prevalence,48237
2022,TX,Jackson,48239,Mammography use among women aged 50-74 years,69.6,Age-adjusted prevalence,48239
2022,TX,Jackson,48239,Mammography use among women aged 50-74 years,70.1,Crude prevalence,48239
2022,TX,Jasper,48241,Mammography use among women aged 50-74 years,71.7,Age-adjusted prevalence,48241
2022,TX,Jasper,48241,Mammography use among women aged 50-74 years,72.0,Crude prevalence,48241
2022,TX,Jeff Davis,48243,Mammography use among women aged 50-74 years,71.6,Age-adjusted prevalence,48243
2022,TX,Jeff Davis,48243,Mammography use among women aged 50-74 years,73.3,Crude prevalence,48243
2022,TX,Jefferson,48245,Mammography use among women aged 50-74 years,69.6,Age-adjusted prevalence,48245
2022,TX,Jefferson,48245,Mammography use among women aged 50-74 years,69.8,Crude prevalence,48245
2022,TX,Jim Hogg,48247,Mammography use among women aged 50-74 years,66.0,Age-adjusted prevalence,48247
2022,TX,Jim Hogg,48247,Mammography use among women aged 50-74 years,68.3,Crude prevalence,48247
2022,TX,Jim Wells,48249,Mammography use among women aged 50-74 years,68.4,Age-adjusted prevalence,48249
2022,TX,Jim Wells,48249,Mammography use among women aged 50-74 years,68.4,Crude prevalence,48249
2022,TX,Johnson,48251,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,48251
2022,TX,Johnson,48251,Mammography use among women aged 50-74 years,73.7,Crude prevalence,48251
2022,TX,Jones,48253,Mammography use among women aged 50-74 years,68.9,Age-adjusted prevalence,48253
2022,TX,Jones,48253,Mammography use among women aged 50-74 years,69.5,Crude prevalence,48253
2022,TX,Karnes,48255,Mammography use among women aged 50-74 years,68.6,Age-adjusted prevalence,48255
2022,TX,Karnes,48255,Mammography use among women aged 50-74 years,68.5,Crude prevalence,48255
2022,TX,Kaufman,48257,Mammography use among women aged 50-74 years,73.9,Age-adjusted prevalence,48257
2022,TX,Kaufman,48257,Mammography use among women aged 50-74 years,74.1,Crude prevalence,48257
2022,TX,Kendall,48259,Mammography use among women aged 50-74 years,76.7,Age-adjusted prevalence,48259
2022,TX,Kendall,48259,Mammography use among women aged 50-74 years,77.0,Crude prevalence,48259
2022,TX,Kenedy,48261,Mammography use among women aged 50-74 years,61.0,Age-adjusted prevalence,48261
2022,TX,Kenedy,48261,Mammography use among women aged 50-74 years,61.6,Crude prevalence,48261
2022,TX,Kent,48263,Mammography use among women aged 50-74 years,75.4,Age-adjusted prevalence,48263
2022,TX,Kent,48263,Mammography use among women aged 50-74 years,76.2,Crude prevalence,48263
2022,TX,Kerr,48265,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,48265
2022,TX,Kerr,48265,Mammography use among women aged 50-74 years,70.3,Crude prevalence,48265
2022,TX,Kimble,48267,Mammography use among women aged 50-74 years,71.5,Age-adjusted prevalence,48267
2022,TX,Kimble,48267,Mammography use among women aged 50-74 years,72.8,Crude prevalence,48267
2022,TX,King,48269,Mammography use among women aged 50-74 years,70.7,Age-adjusted prevalence,48269
2022,TX,King,48269,Mammography use among women aged 50-74 years,70.7,Crude prevalence,48269
2022,TX,Kinney,48271,Mammography use among women aged 50-74 years,68.2,Age-adjusted prevalence,48271
2022,TX,Kinney,48271,Mammography use among women aged 50-74 years,70.0,Crude prevalence,48271
2022,TX,Kleberg,48273,Mammography use among women aged 50-74 years,67.7,Age-adjusted prevalence,48273
2022,TX,Kleberg,48273,Mammography use among women aged 50-74 years,68.2,Crude prevalence,48273
2022,TX,Knox,48275,Mammography use among women aged 50-74 years,66.9,Age-adjusted prevalence,48275
2022,TX,Knox,48275,Mammography use among women aged 50-74 years,68.3,Crude prevalence,48275
2022,TX,Lamar,48277,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,48277
2022,TX,Lamar,48277,Mammography use among women aged 50-74 years,70.9,Crude prevalence,48277
2022,TX,Lamb,48279,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,48279
2022,TX,Lamb,48279,Mammography use among women aged 50-74 years,71.1,Crude prevalence,48279
2022,TX,Lampasas,48281,Mammography use among women aged 50-74 years,73.5,Age-adjusted prevalence,48281
2022,TX,Lampasas,48281,Mammography use among women aged 50-74 years,74.5,Crude prevalence,48281
2022,TX,La Salle,48283,Mammography use among women aged 50-74 years,63.1,Age-adjusted prevalence,48283
2022,TX,La Salle,48283,Mammography use among women aged 50-74 years,63.6,Crude prevalence,48283
2022,TX,Lavaca,48285,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,48285
2022,TX,Lavaca,48285,Mammography use among women aged 50-74 years,71.9,Crude prevalence,48285
2022,TX,Lee,48287,Mammography use among women aged 50-74 years,70.7,Age-adjusted prevalence,48287
2022,TX,Lee,48287,Mammography use among women aged 50-74 years,72.2,Crude prevalence,48287
2022,TX,Leon,48289,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,48289
2022,TX,Leon,48289,Mammography use among women aged 50-74 years,70.3,Crude prevalence,48289
2022,TX,Liberty,48291,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,48291
2022,TX,Liberty,48291,Mammography use among women aged 50-74 years,70.6,Crude prevalence,48291
2022,TX,Limestone,48293,Mammography use among women aged 50-74 years,68.3,Age-adjusted prevalence,48293
2022,TX,Limestone,48293,Mammography use among women aged 50-74 years,69.4,Crude prevalence,48293
2022,TX,Lipscomb,48295,Mammography use among women aged 50-74 years,70.5,Age-adjusted prevalence,48295
2022,TX,Lipscomb,48295,Mammography use among women aged 50-74 years,71.9,Crude prevalence,48295
2022,TX,Live Oak,48297,Mammography use among women aged 50-74 years,67.4,Age-adjusted prevalence,48297
2022,TX,Live Oak,48297,Mammography use among women aged 50-74 years,68.2,Crude prevalence,48297
2022,TX,Llano,48299,Mammography use among women aged 50-74 years,73.5,Age-adjusted prevalence,48299
2022,TX,Llano,48299,Mammography use among women aged 50-74 years,74.5,Crude prevalence,48299
2022,TX,Loving,48301,Mammography use among women aged 50-74 years,,Age-adjusted prevalence,48301
2022,TX,Loving,48301,Mammography use among women aged 50-74 years,,Crude prevalence,48301
2022,TX,Lubbock,48303,Mammography use among women aged 50-74 years,75.8,Age-adjusted prevalence,48303
2022,TX,Lubbock,48303,Mammography use among women aged 50-74 years,76.0,Crude prevalence,48303
2022,TX,Lynn,48305,Mammography use among women aged 50-74 years,69.6,Age-adjusted prevalence,48305
2022,TX,Lynn,48305,Mammography use among women aged 50-74 years,69.1,Crude prevalence,48305
2022,TX,McCulloch,48307,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,48307
2022,TX,McCulloch,48307,Mammography use among women aged 50-74 years,71.0,Crude prevalence,48307
2022,TX,McLennan,48309,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,48309
2022,TX,McLennan,48309,Mammography use among women aged 50-74 years,73.6,Crude prevalence,48309
2022,TX,McMullen,48311,Mammography use among women aged 50-74 years,67.5,Age-adjusted prevalence,48311
2022,TX,McMullen,48311,Mammography use among women aged 50-74 years,68.2,Crude prevalence,48311
2022,TX,Madison,48313,Mammography use among women aged 50-74 years,69.4,Age-adjusted prevalence,48313
2022,TX,Madison,48313,Mammography use among women aged 50-74 years,70.7,Crude prevalence,48313
2022,TX,Marion,48315,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,48315
2022,TX,Marion,48315,Mammography use among women aged 50-74 years,74.5,Crude prevalence,48315
2022,TX,Martin,48317,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,48317
2022,TX,Martin,48317,Mammography use among women aged 50-74 years,71.4,Crude prevalence,48317
2022,TX,Mason,48319,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,48319
2022,TX,Mason,48319,Mammography use among women aged 50-74 years,73.6,Crude prevalence,48319
2022,TX,Matagorda,48321,Mammography use among women aged 50-74 years,70.3,Age-adjusted prevalence,48321
2022,TX,Matagorda,48321,Mammography use among women aged 50-74 years,70.7,Crude prevalence,48321
2022,TX,Maverick,48323,Mammography use among women aged 50-74 years,67.0,Age-adjusted prevalence,48323
2022,TX,Maverick,48323,Mammography use among women aged 50-74 years,67.4,Crude prevalence,48323
2022,TX,Medina,48325,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,48325
2022,TX,Medina,48325,Mammography use among women aged 50-74 years,75.0,Crude prevalence,48325
2022,TX,Menard,48327,Mammography use among women aged 50-74 years,69.3,Age-adjusted prevalence,48327
2022,TX,Menard,48327,Mammography use among women aged 50-74 years,70.3,Crude prevalence,48327
2022,TX,Midland,48329,Mammography use among women aged 50-74 years,76.6,Age-adjusted prevalence,48329
2022,TX,Midland,48329,Mammography use among women aged 50-74 years,77.0,Crude prevalence,48329
2022,TX,Milam,48331,Mammography use among women aged 50-74 years,68.7,Age-adjusted prevalence,48331
2022,TX,Milam,48331,Mammography use among women aged 50-74 years,69.9,Crude prevalence,48331
2022,TX,Mills,48333,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,48333
2022,TX,Mills,48333,Mammography use among women aged 50-74 years,74.1,Crude prevalence,48333
2022,TX,Mitchell,48335,Mammography use among women aged 50-74 years,67.6,Age-adjusted prevalence,48335
2022,TX,Mitchell,48335,Mammography use among women aged 50-74 years,68.3,Crude prevalence,48335
2022,TX,Montague,48337,Mammography use among women aged 50-74 years,70.1,Age-adjusted prevalence,48337
2022,TX,Montague,48337,Mammography use among women aged 50-74 years,71.1,Crude prevalence,48337
2022,TX,Montgomery,48339,Mammography use among women aged 50-74 years,79.1,Age-adjusted prevalence,48339
2022,TX,Montgomery,48339,Mammography use among women aged 50-74 years,79.4,Crude prevalence,48339
2022,TX,Moore,48341,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,48341
2022,TX,Moore,48341,Mammography use among women aged 50-74 years,70.9,Crude prevalence,48341
2022,TX,Morris,48343,Mammography use among women aged 50-74 years,70.1,Age-adjusted prevalence,48343
2022,TX,Morris,48343,Mammography use among women aged 50-74 years,71.7,Crude prevalence,48343
2022,TX,Motley,48345,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,48345
2022,TX,Motley,48345,Mammography use among women aged 50-74 years,73.6,Crude prevalence,48345
2022,TX,Nacogdoches,48347,Mammography use among women aged 50-74 years,72.7,Age-adjusted prevalence,48347
2022,TX,Nacogdoches,48347,Mammography use among women aged 50-74 years,73.5,Crude prevalence,48347
2022,TX,Navarro,48349,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,48349
2022,TX,Navarro,48349,Mammography use among women aged 50-74 years,73.9,Crude prevalence,48349
2022,TX,Newton,48351,Mammography use among women aged 50-74 years,71.4,Age-adjusted prevalence,48351
2022,TX,Newton,48351,Mammography use among women aged 50-74 years,72.2,Crude prevalence,48351
2022,TX,Nolan,48353,Mammography use among women aged 50-74 years,68.9,Age-adjusted prevalence,48353
2022,TX,Nolan,48353,Mammography use among women aged 50-74 years,69.4,Crude prevalence,48353
2022,TX,Nueces,48355,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,48355
2022,TX,Nueces,48355,Mammography use among women aged 50-74 years,73.2,Crude prevalence,48355
2022,TX,Ochiltree,48357,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,48357
2022,TX,Ochiltree,48357,Mammography use among women aged 50-74 years,70.7,Crude prevalence,48357
2022,TX,Oldham,48359,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,48359
2022,TX,Oldham,48359,Mammography use among women aged 50-74 years,71.5,Crude prevalence,48359
2022,TX,Orange,48361,Mammography use among women aged 50-74 years,71.3,Age-adjusted prevalence,48361
2022,TX,Orange,48361,Mammography use among women aged 50-74 years,71.9,Crude prevalence,48361
